wkt_geom,OBJECTID,link_fld,api,operator,well,symbol,sdf_key,id,type,status,oper_num,well_num,well_name,field_code,dist_n_s,dir_n_s,dist_e_w,dir_e_w,qtrqtr,sec,twp,range,meridian,lat,long_,ground_ele,utm_x,utm_y,LocQual,field_name,name,api_seq_nu,api_county,HF_Range,Gradient_R,HF_Tier,Gradient_T
Point (509905.00000000093132257 4108129.00000000186264515),43427,7109633,05-071-09633,XTO ENERGY INC,04-01 APACHE CANYON,LO_XX,07109633&TYPE=WELL,297298,WELL,PR,100264,04-01,APACHE CANYON,70830,0,,0,,NENE,4,34S,67W,6,37.119449,-104.888504,7591,509905,4108129,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9633,71,140-150,60-70,2,2
Point (508903 4112064.00000000186264515),43428,7106406,05-071-06406,XTO ENERGY INC,NW-3-5-95 GOLDEN EAGLE MINE,LO_XX,07106406&TYPE=WELL,217627,WELL,SI,100264,NW-3-5-95,GOLDEN EAGLE MINE,70830,1542,S,529,W,NWSW,21,33S,67W,6,37.154932,-104.89974,7569,508903,4112064,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6406,71,150-160,70-80,1,1
Point (506560.00000000093132257 4110638.00000000186264515),43429,7106408,05-071-06408,XTO ENERGY INC,GE-63-92 GOLDEN EAGLE MINE,LO_XX,07106408&TYPE=WELL,217629,WELL,PR,100264,GE-63-92,GOLDEN EAGLE MINE,70830,2177,S,2204,E,NWSE,30,33S,67W,6,37.142092,-104.926131,7768,506560,4110638,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6408,71,140-150,70-80,2,1
Point (521839.00000000093132257 4105147.00000000186264515),43456,7106619,05-071-06619,STROUD OIL PROPERTIES INC,36 RITA,LO_XX,07106619&TYPE=WELL,217840,WELL,DA,83530,36,RITA,51425,379,S,863,W,SWSW,11,34S,66W,6,37.092364,-104.754255,7462,521839,4105147,Planned LatLong,LONG CANYON,STROUD OIL PROPERTIES INC,6619,71,140-150,50-60,2,3
Point (508265.00000000186264515 4112158),43470,7106455,05-071-06455,XTO ENERGY INC,GE-71-93 GOLDEN EAGLE MINE,LO_XX,07106455&TYPE=WELL,217676,WELL,SI,100264,GE-71-93,GOLDEN EAGLE MINE,70830,1828,S,1545,E,NWSE,20,33S,67W,6,37.155782,-104.90692,7413,508265,4112158,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6455,71,150-160,70-80,1,1
Point (507197.00000000093132257 4113018),43471,7106457,05-071-06457,XTO ENERGY INC,GE-76-94 GOLDEN EAGLE MINE,LO_XX,07106457&TYPE=WELL,217678,WELL,SI,100264,GE-76-94,GOLDEN EAGLE MINE,70830,573,N,382,W,NWNW,20,33S,67W,6,37.163542,-104.918941,7735,507197,4113018,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6457,71,150-160,70-80,1,1
Point (508964.00000000093132257 4110657),43472,7106542,05-071-06542,XTO ENERGY INC,28-12 (SD-1) GOLDEN EAGLE,LO_XX,07106542&TYPE=WELL,217763,WELL,PR,100264,28-12 (SD-1),GOLDEN EAGLE,70830,3080,N,618,W,NWSW,28,33S,67W,6,37.142242,-104.89906,7098,508964,4110657,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6542,71,140-150,70-80,2,1
Point (505773 4110810.00000000186264515),43487,7106176,05-071-06176,KLT GAS INC,31-4 CIRUELA CANYON,LO_XX,07106176&TYPE=WELL,217400,WELL,PA,48875,31-4,CIRUELA CANYON,70830,4590,S,960,W,NWNW,31,33S,67W,6,37.143652,-104.934991,7570,505773,4110810,Planned LatLong,PURGATOIRE RIVER,KLT GAS INC,6176,71,140-150,60-70,2,2
Point (523316 4104688.00000000186264515),43568,7106603,05-071-06603,STROUD OIL PROPERTIES INC,40 RITA,LO_XX,07106603&TYPE=WELL,217824,WELL,AL,83530,40,RITA,51425,1348,N,608,W,SWNW,13,34S,66W,6,37.088194,-104.737645,7140,523316,4104688,Planned LatLong,LONG CANYON,STROUD OIL PROPERTIES INC,6603,71,130-140,50-60,2,3
Point (511640 4130508),43634,7106069,05-071-06069,LEAR PETROLEUM EXPL INC,1-27 SCHULTZ,LO_XX,07106069&TYPE=WELL,217293,WELL,DA,50472,1-27,SCHULTZ,99999,960,N,700,E,NENE,27,31S,67W,6,37.321149,-104.86862,7762,511640,4130508,Planned Footage,WILDCAT,LEAR PETROLEUM EXPL INC,6069,71,120-130,50-60,2,3
Point (500688.00000000186264515 4115046.00000000186264515),43635,7106154,05-071-06154,PRECISIONEERING INC,1-10B O'NEAL,LO_XX,07106154&TYPE=WELL,217378,WELL,AL,71800,1-10B,O'NEAL,99999,6,S,258,W,SWSW,10,33S,68W,6,37.181851,-104.992253,8398,500688,4115046,Planned LatLong,WILDCAT,PRECISIONEERING INC,6154,71,140-150,50-60,2,3
Point (519351.00000000093132257 4103706.00000000186264515),43677,7106659,05-071-06659,PIONEER NATURAL RESOURCES USA INC,15-16-34-66 LORENCITO,LO_XX,07106659&TYPE=WELL,217880,WELL,PR,10084,15-16-34-66,LORENCITO,70830,1035,S,1968,E,SWSE,16,34S,66W,6,37.079434,-104.782286,7101,519351,4103706,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6659,71,140-150,50-60,2,3
Point (521451.00000000093132257 4107552.00000000186264515),43678,7106672,05-071-06672,PIONEER NATURAL RESOURCES USA INC,42-03 LAMB,LO_XX,07106672&TYPE=WELL,217893,WELL,PR,10084,42-03,LAMB,70830,2345,N,359,E,SENE,3,34S,66W,6,37.114054,-104.758556,6895,521451,4107552,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6672,71,150-160,70-80,1,1
Point (522887.00000000186264515 4105366),43679,7106674,05-071-06674,PIONEER NATURAL RESOURCES USA INC,44-11 BAT,LO_XX,07106674&TYPE=WELL,217895,WELL,PR,10084,44-11,BAT,70830,1131,S,1002,E,SESE,11,34S,66W,6,37.094314,-104.742455,7300,522887,4105366,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6674,71,140-150,50-60,2,3
Point (519559 4099056),43686,7107277,05-071-07277,EL PASO E & P COMPANY LP,86 VPR C,LO_XX,07107277&TYPE=WELL,259792,WELL,PR,100872,86,VPR C,70830,1310,S,1214,E,SESE,33,34S,66W,6,37.037505,-104.780066,7788,519559,4099056,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7277,71,120-130,50-60,2,3
Point (519548.00000000093132257 4094538),43687,7107279,05-071-07279,EL PASO E & P COMPANY LP,42 VPR C,LO_XX,07107279&TYPE=WELL,259794,WELL,PR,100872,42,VPR C,70830,2957,N,1291,E,NESE,16,35S,66W,6,36.996786,-104.780315,8000,519548,4094538,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7279,71,120-130,60-70,2,2
Point (517145 4120041),43705,7106355,05-071-06355,AMOCO PRODUCTION CO.,2 PIASKOSKI,LO_XX,07106355&TYPE=WELL,217576,WELL,AL,2500,2,PIASKOSKI,99999,1603,S,1598,W,NESW,29,32S,66W,6,37.226721,-104.806738,7547,517145,4120041,Planned LatLong,WILDCAT,AMOCO PRODUCTION CO.,6355,71,170-180,40-50,1,4
Point (504779 4095428),43782,7106152,05-071-06152,GLOBAL NATURAL RES OF NEVADA,1 SPRING CANYON,LO_XX,07106152&TYPE=WELL,217376,WELL,AL,34390,1,SPRING CANYON,99999,0,S,0,W,NWNE,15,35S,68W,6,37.004995,-104.94629,8365,504779,4095428,Planned LatLong,WILDCAT,GLOBAL NATURAL RES OF NEVADA,6152,71,120-130,50-60,2,3
Point (522678.00000000093132257 4098218.0000000037252903),43871,7107312,05-071-07312,EL PASO E & P COMPANY LP,53 VPR C,LO_XX,07107312&TYPE=WELL,259843,WELL,PR,100872,53,VPR C,70830,1468,N,1547,E,SWNE,2,35S,66W,6,37.029885,-104.745025,7585,522678,4098218,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7312,71,120-130,50-60,2,3
Point (521058 4100671.00000000186264515),43872,7107313,05-071-07313,EL PASO E & P COMPANY LP,64 VPR C,LO_XX,07107313&TYPE=WELL,259894,WELL,PR,100872,64,VPR C,70830,1332,S,1561,E,NWSE,27,34S,66W,6,37.052035,-104.763165,7740,521058,4100671,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7313,71,130-140,40-50,2,4
Point (521093.00000000093132257 4102267.99999999813735485),43873,7107323,05-071-07323,EL PASO E & P COMPANY LP,72 VPR C,LO_XX,07107323&TYPE=WELL,259943,WELL,PR,100872,72,VPR C,70830,1281,S,1434,E,SWSE,22,34S,66W,6,37.066434,-104.762735,7648,521093,4102268,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7323,71,130-140,40-50,2,4
Point (523344 4098883),43874,7107325,05-071-07325,EL PASO E & P COMPANY LP,58 VPR C,LO_XX,07107325&TYPE=WELL,259945,WELL,DA,100872,58,VPR C,70830,750,S,627,W,SWSW,36,34S,66W,6,37.035865,-104.737514,7255,523344,4098883,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7325,71,120-130,60-70,2,2
Point (522742.00000000093132257 4100807),43875,7107387,05-071-07387,EL PASO E & P COMPANY LP,66 VPR C,LO_XX,07107387&TYPE=WELL,260126,WELL,PR,100872,66,VPR C,70830,1748,S,1313,E,NESE,26,34S,66W,6,37.053225,-104.744225,7572,522742,4100807,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7387,71,130-140,40-50,2,4
Point (523406.00000000186264515 4101450.0000000037252903),43876,7107389,05-071-07389,EL PASO E & P COMPANY LP,71 VPR C,LO_XX,07107389&TYPE=WELL,260128,WELL,PR,100872,71,VPR C,70830,1416,N,791,W,SWNW,25,34S,66W,6,37.059005,-104.736735,7624,523406,4101450,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7389,71,130-140,40-50,2,4
Point (519907 4130978),43935,7106076,05-071-06076,STERLING PETR OPERATING CO,2 PUGNETTI 41-22,LO_XX,07106076&TYPE=WELL,217300,WELL,PA,82550,2,PUGNETTI 41-22,99999,610,S,660,W,SWSW,22,31S,66W,6,37.32525,-104.775308,7213,519907,4130978,Planned Footage,WILDCAT,STERLING PETR OPERATING CO,6076,71,120-130,60-70,2,2
Point (517631 4115812.00000000186264515),43980,7108743,05-071-08743,PIONEER NATURAL RESOURCES USA INC,32-8 PANHEAD,LO_XX,07108743&TYPE=WELL,284122,WELL,PR,10084,32-8,PANHEAD,70830,0,,0,,SWNE,8,33S,66W,6,37.188586,-104.801357,7220,517631,4115812,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8743,71,170-180,60-70,1,2
Point (511665 4095239.0000000037252903),44039,7107350,05-071-07350,WILLIAMS PRODUCTION RMT COMPANY,15-01R HILL RANCH,LO_XX,07107350&TYPE=WELL,260011,WELL,AL,96850,15-01R,HILL RANCH,2818,472,N,833,E,NENE,15,35S,67W,6,37.003235,-104.868888,8083,511665,4095239,Planned LatLong,APACHE CANYON,WILLIAMS PRODUCTION RMT COMPANY,7350,71,120-130,70-80,2,1
Point (507661 4094991),44040,7107363,05-071-07363,WILLIAMS PRODUCTION RMT COMPANY,17-03R HILL RANCH,LO_XX,07107363&TYPE=WELL,260028,WELL,AL,96850,17-03R,HILL RANCH,2818,1296,N,1858,W,NENW,17,35S,67W,6,37.001035,-104.913899,8350,507661,4094991,Planned LatLong,APACHE CANYON,WILLIAMS PRODUCTION RMT COMPANY,7363,71,120-130,60-70,2,2
Point (524790.00000000093132257 4122794.00000000186264515),44078,7108759,05-071-08759,PIONEER NATURAL RESOURCES USA INC,14-18 MUFFINS,LO_XX,07108759&TYPE=WELL,284247,WELL,PR,10084,14-18,MUFFINS,70830,0,,0,,SWSW,18,32S,65W,6,37.251366,-104.720462,7220,524790,4122794,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8759,71,170-180,60-70,1,2
Point (523776 4114980.00000000186264515),44079,7108758,05-071-08758,PIONEER NATURAL RESOURCES USA INC,24-12 AIMEE,LO_XX,07108758&TYPE=WELL,284249,WELL,PR,10084,24-12,AIMEE,70830,0,,0,,SESW,12,33S,66W,6,37.18095,-104.73215,7284,523776,4114980,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8758,71,170-180,70-80,1,1
Point (530923.99999999906867743 4099485.00000000186264515),44080,7108755,05-071-08755,PIONEER NATURAL RESOURCES USA INC,43-34 THE PRIMUS,LO_XX,07108755&TYPE=WELL,284256,WELL,PR,10084,43-34,THE PRIMUS,70830,0,,0,,NESE,34,34S,65W,6,37.04107,-104.65226,7089,530924,4099485,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8755,71,120-130,90-100,2,1
Point (517421 4112994.00000000186264515),44081,7107852,05-071-07852,PIONEER NATURAL RESOURCES USA INC,21-20 KV MICHAEL JOHN,LO_XX,07107852&TYPE=WELL,268135,WELL,PR,10084,21-20 KV,MICHAEL JOHN,70830,358,N,2479,W,NENW,20,33S,66W,6,37.163193,-104.803787,7125,517421,4112994,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7852,71,160-170,70-80,1,1
Point (519241.00000000093132257 4105035.00000000186264515),44082,7107870,05-071-07870,PIONEER NATURAL RESOURCES USA INC,15-9-34-66 TR LORENCITO,LO_XX,07107870&TYPE=WELL,268178,WELL,PR,10084,15-9-34-66 TR,LORENCITO,70830,92,S,2332,E,SWSE,9,34S,66W,6,37.091414,-104.783486,7353,519241,4105035,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7870,71,140-150,60-70,2,2
Point (520007 4104874.00000000186264515),44083,7107869,05-071-07869,PIONEER NATURAL RESOURCES USA INC,4-15-34-66 TR LORENCITO,LO_XX,07107869&TYPE=WELL,268180,WELL,PR,10084,4-15-34-66 TR,LORENCITO,70830,595,N,181,W,NWNW,15,34S,66W,6,37.089944,-104.774876,7290,520007,4104874,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7869,71,140-150,50-60,2,3
Point (509377 4115420.00000000186264515),44084,7107876,05-071-07876,PIONEER NATURAL RESOURCES USA INC,23-9V Schedler,LO_XX,07107876&TYPE=WELL,268337,WELL,PR,10084,23-9V,Schedler,70830,2185,S,2322,W,NESW,9,33S,67W,6,37.185172,-104.89435,7693,509377,4115420,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7876,71,160-170,60-70,1,2
Point (501465 4094533.0000000037252903),44086,7108619,05-071-08619,RED RIVER RANCH HOLDINGS LLC,15-3 R68W RRR,LO_XX,07108619&TYPE=WELL,281375,WELL,PR,10044,15-3 R68W,RRR,70830,0,,0,,NESW,15,35S,68W,6,36.99694,-104.98354,8898,501465,4094533,ACTUAL LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8619,71,120-130,40-50,2,4
Point (502918.00000000093132257 4094961),44087,7108685,05-071-08685,RED RIVER RANCH HOLDINGS LLC,14-2 R68W RRR,LO_XX,07108685&TYPE=WELL,282645,WELL,PR,10044,14-2 R68W,RRR,70830,1310,N,1908,W,NENW,14,35S,68W,6,37.000793,-104.967199,8960,502918,4094961,PLANNED LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8685,71,120-130,40-50,2,4
Point (502518 4106833.0000000037252903),44118,7106124,05-071-06124,XTO ENERGY INC,2-13 APACHE CANYON,LO_XX,07106124&TYPE=WELL,217348,WELL,PR,100264,2-13,APACHE CANYON,70830,730,S,660,W,SWSW,2,34S,68W,6,37.107813,-104.971662,8615,502518,4106833,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6124,71,130-140,50-60,2,3
Point (503702 4102362.00000000186264515),44119,7106131,05-071-06131,XTO ENERGY INC,23-9 APACHE CANYON,LO_XX,07106131&TYPE=WELL,217355,WELL,PR,100264,23-9,APACHE CANYON,70830,1840,S,758,E,NESE,23,34S,68W,6,37.067504,-104.958361,7510,503702,4102362,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6131,71,130-140,40-50,2,4
Point (505640 4111204.00000000186264515),44120,7106174,05-071-06174,XTO ENERGY INC,30-5 APACHE CANYON,LO_XX,07106174&TYPE=WELL,217398,WELL,PA,100264,30-5,APACHE CANYON,70830,3720,S,855,W,SWNW,30,33S,67W,6,37.147202,-104.936491,7310,505640,4111204,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6174,71,140-150,60-70,2,2
Point (510762 4109842),44121,7106182,05-071-06182,XTO ENERGY INC,34-03 GOLDEN EAGLE,LO_XX,07106182&TYPE=WELL,217405,WELL,PR,100264,34-03,GOLDEN EAGLE,70830,338,N,1394,W,NENW,34,33S,67W,6,37.134883,-104.878829,7220,510762,4109842,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6182,71,150-160,60-70,1,2
Point (509857 4100800),44122,7106200,05-071-06200,XTO ENERGY INC,28-10 HILL RANCH,LO_XX,07106200&TYPE=WELL,217423,WELL,SI,100264,28-10,HILL RANCH,70830,1940,S,1459,E,NWSE,28,34S,67W,6,37.053384,-104.889139,8024,509857,4100800,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6200,71,130-140,60-70,2,2
Point (510442.00000000093132257 4107654.0000000037252903),44123,7106268,05-071-06268,XTO ENERGY INC,3-5 APACHE CANYON,LO_XX,07106268&TYPE=WELL,217491,WELL,PR,100264,3-5,APACHE CANYON,70830,2013,N,765,W,SWNW,3,34S,67W,6,37.115163,-104.882469,7172,510442,4107654,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6268,71,140-150,60-70,2,2
Point (510097.00000000093132257 4104599.00000000186264515),44124,7106300,05-071-06300,XTO ENERGY INC,16-8 APACHE CANYON,LO_XX,07106300&TYPE=WELL,217523,WELL,PR,100264,16-8,APACHE CANYON,70830,1322,N,507,E,SENE,16,34S,67W,6,37.087624,-104.886389,7140,510097,4104599,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6300,71,130-140,50-60,2,3
Point (503030 4102320.00000000186264515),44125,7106343,05-071-06343,XTO ENERGY INC,23-11 APACHE CANYON,LO_XX,07106343&TYPE=WELL,217566,WELL,PR,100264,23-11,APACHE CANYON,70830,1482,S,2591,W,NESW,23,34S,68W,6,37.067134,-104.965921,7496,503030,4102320,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6343,71,120-130,40-50,2,4
Point (532712.00000000093132257 4101722.00000000186264515),44153,7107872,05-071-07872,PIONEER NATURAL RESOURCES USA INC,41-26 LIBERTY,LO_XX,07107872&TYPE=WELL,268253,WELL,PR,10084,41-26,LIBERTY,70830,590,N,222,E,NENE,26,34S,65W,6,37.061175,-104.632061,7185,532712,4101722,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7872,71,120-130,110-120,2,1
Point (530145.00000000093132257 4099406.00000000186264515),44154,7107874,05-071-07874,PIONEER NATURAL RESOURCES USA INC,23-34 ALIEN,LO_XX,07107874&TYPE=WELL,268255,WELL,PR,10084,23-34,ALIEN,70830,2351,S,1870,W,NESW,34,34S,65W,6,37.040385,-104.661022,6938,530145,4099406,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7874,71,120-130,90-100,2,1
Point (514832.00000000093132257 4116154.0000000037252903),44155,7107883,05-071-07883,PIONEER NATURAL RESOURCES USA INC,41-12 TR ALPHA ROMEO,LO_XX,07107883&TYPE=WELL,268487,WELL,PR,10084,41-12 TR,ALPHA ROMEO,70830,512,N,874,E,NENE,12,33S,67W,6,37.191722,-104.832888,7318,514832,4116154,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7883,71,170-180,50-60,1,3
Point (528618.00000000093132257 4098493.00000000186264515),44156,7107897,05-071-07897,PIONEER NATURAL RESOURCES USA INC,21-4 POTTER,LO_XX,07107897&TYPE=WELL,268862,WELL,PR,10084,21-4,POTTER,70830,595,N,2157,W,NENW,4,35S,65W,6,37.032205,-104.678233,7063,528618,4098493,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7897,71,120-130,80-90,2,1
Point (506108 4094626),44162,7108574,05-071-08574,RED RIVER RANCH HOLDINGS LLC,18-3 RED RIVER RANCH,LO_XX,07108574&TYPE=WELL,280621,WELL,AL,10044,18-3,RED RIVER RANCH,70830,2653,S,1815,W,NESW,18,35S,68W,6,36.997755,-104.93135,8187,506108,4094626,Planned LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8574,71,120-130,60-70,2,2
Point (504600 4094693.00000000186264515),44163,7108576,05-071-08576,RED RIVER RANCH HOLDINGS LLC,13-4 R68W RRR,LO_XX,07108576&TYPE=WELL,280623,WELL,PR,10044,13-4 R68W,RRR,70830,0,,0,,SENW,13,35S,68W,6,36.99837,-104.9483,8432,504600,4094693,ACTUAL LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8576,71,120-130,50-60,2,3
Point (504189.00000000093132257 4107658),44165,7107901,05-071-07901,XTO ENERGY INC,1-5 APACHE CANYON,LO_XX,07107901&TYPE=WELL,269064,WELL,PR,100264,1-5,APACHE CANYON,70830,1889,N,866,W,SWNW,1,34S,68W,6,37.115243,-104.952851,8519,504189,4107658,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7901,71,130-140,50-60,2,3
Point (505717 4115766.00000000186264515),44413,7107887,05-071-07887,PIONEER NATURAL RESOURCES USA INC,12-7V Montoya,LO_XX,07107887&TYPE=WELL,268680,WELL,PR,10084,12-7V,Montoya,70830,1764,N,728,W,SWNW,7,33S,67W,6,37.188321,-104.935591,7831,505717,4115766,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7887,71,150-160,60-70,1,2
Point (508016 4116017),44414,7107889,05-071-07889,PIONEER NATURAL RESOURCES USA INC,31-8V Burson,LO_XX,07107889&TYPE=WELL,268707,WELL,PR,10084,31-8V,Burson,70830,1113,N,2152,E,NWNE,8,33S,67W,6,37.190572,-104.909681,7868,508016,4116017,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7889,71,150-160,60-70,1,2
Point (520663.00000000093132257 4101735.00000000186264515),44415,7107899,05-071-07899,PIONEER NATURAL RESOURCES USA INC,3-27-34-66 KV LORENCITO,LO_XX,07107899&TYPE=WELL,269046,WELL,PR,10084,3-27-34-66 KV,LORENCITO,70830,194,N,2312,W,NENW,27,34S,66W,6,37.061635,-104.767586,7770,520663,4101735,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7899,71,130-140,40-50,2,4
Point (515307 4101418),44436,7107904,05-071-07904,PIONEER NATURAL RESOURCES USA INC,5-30-34-66 KV LORENCITO,LO_XX,07107904&TYPE=WELL,269171,WELL,PR,10084,5-30-34-66 KV,LORENCITO,70830,1297,N,547,W,SWNW,30,34S,66W,6,37.058884,-104.827837,7247,515307,4101418,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7904,71,130-140,60-70,2,2
Point (517641 4131349),44437,7107932,05-071-07932,PIONEER NATURAL RESOURCES USA INC,33-20 KUDZU,LO_XX,07107932&TYPE=WELL,270077,WELL,PR,10084,33-20,KUDZU,70830,1846,S,1547,E,NWSE,20,31S,66W,6,37.32864,-104.800868,7370,517641,4131349,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7932,71,120-130,50-60,2,3
Point (507958.00000000186264515 4115493.00000000186264515),44438,7107934,05-071-07934,PIONEER NATURAL RESOURCES USA INC,33-8V Royal,LO_XX,07107934&TYPE=WELL,270118,WELL,PR,10084,33-8V,Royal,70830,2365,S,2336,E,NWSE,8,33S,67W,6,37.185842,-104.910341,7649,507958,4115493,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7934,71,150-160,60-70,1,2
Point (516994.99999999906867743 4109570),44464,7106045,05-071-06045,CITY OF TRINIDAD,1 TRINIDAD MGP,LO_XX,07106045&TYPE=WELL,217269,WELL,DA,100917,1,TRINIDAD MGP,70830,0,,0,,NWNW,32,33S,66W,6,37.132333,-104.808667,6771,516995,4109570,ACTUAL LatLong,PURGATOIRE RIVER,CITY OF TRINIDAD,6045,71,160-170,60-70,1,2
Point (502558.00000000093132257 4106402.00000000186264515),44472,7106127,05-071-06127,XTO ENERGY INC,11-4 APACHE CANYON,LO_XX,07106127&TYPE=WELL,217351,WELL,PR,100264,11-4,APACHE CANYON,70830,654,N,785,W,NWNW,11,34S,68W,6,37.103933,-104.971212,8611,502558,4106402,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6127,71,130-140,40-50,2,4
Point (504719.00000000093132257 4105297),44473,7106128,05-071-06128,XTO ENERGY INC,12-14 APACHE CANYON,LO_XX,07106128&TYPE=WELL,217352,WELL,PR,100264,12-14,APACHE CANYON,70830,931,S,2555,W,SESW,12,34S,68W,6,37.093963,-104.946901,8082,504719,4105297,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6128,71,130-140,50-60,2,3
Point (508332.00000000093132257 4111289.00000000186264515),44474,7106163,05-071-06163,XTO ENERGY INC,29-2 PICKETWIRE,LO_XX,07106163&TYPE=WELL,217387,WELL,PA,100264,29-2,PICKETWIRE,70830,1025,N,1450,E,NENE,29,33S,67W,6,37.147952,-104.90617,7105,508332,4111289,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6163,71,150-160,70-80,1,1
Point (510346 4101718.00000000186264515),44476,7106197,05-071-06197,XTO ENERGY INC,27-4 HILL RANCH,LO_XX,07106197&TYPE=WELL,217420,WELL,PR,100264,27-4,HILL RANCH,70830,325,N,146,W,NWNW,27,34S,67W,6,37.061654,-104.883629,7980,510346,4101718,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6197,71,130-140,50-60,2,3
Point (512128 4107862),44477,7106214,05-071-06214,XTO ENERGY INC,2-4 APACHE CANYON,LO_XX,07106214&TYPE=WELL,217437,WELL,PR,100264,2-4,APACHE CANYON,70830,1300,N,902,W,NWNW,2,34S,67W,6,37.117013,-104.863479,7025,512128,4107862,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6214,71,140-150,60-70,2,2
Point (507746.00000000093132257 4100484.00000000186264515),44478,7106261,05-071-06261,XTO ENERGY INC,29-14 HILL RANCH,LO_XX,07106261&TYPE=WELL,217484,WELL,PR,100264,29-14,HILL RANCH,70830,1000,S,2086,W,SESW,29,34S,67W,6,37.050554,-104.91288,8170,507746,4100484,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6261,71,130-140,60-70,2,2
Point (505800.00000000093132257 4102242),44479,7106347,05-071-06347,XTO ENERGY INC,19-12 APACHE CANYON,LO_XX,07106347&TYPE=WELL,217569,WELL,PR,100264,19-12,APACHE CANYON,70830,1429,S,778,W,NWSW,19,34S,67W,6,37.066414,-104.934761,7480,505800,4102242,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6347,71,130-140,60-70,2,2
Point (500369.00000000093132257 4099244),44625,7106028,05-071-06028,UNKNOWN,1-58 CF&I TERCIO,LO_XX,07106028&TYPE=WELL,217252,WELL,PA,1,1-58,CF&I TERCIO,99999,0,,0,,NWSE,33,34S,68W,6,37.039404,-104.995852,7872,500369,4099244,Planned LatLong,WILDCAT,UNKNOWN,6028,71,120-130,40-50,2,4
