api10,DocName,DocUrl,Start,Stop,Step,Step Units,Number of Curves,CurveNameArr
507109271,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2412151,260,1143.5,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109272,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2263554,245.7,940,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109272,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2304196,236,941,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109272,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2329998,-0.5,897.5,0.25,FT,6,"['DEPT', 'CCL', 'TT3', 'AMP3', 'AMP5', 'GR']"
507109272,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2261755,247,940,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109273,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2364150,248.7,964.5,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109273,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2303137,250,964.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109273,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2299157,269,960,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109273,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2282817,-8,937.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109274,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2355816,503,1859,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109274,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2321331,306.8,1867,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109274,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2371833,20,1833.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109274,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2348100,308.25,1867,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109280,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2233820,-0.5,2097,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109280,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2233146,15,2096.75,0.25,FT,5,"['DEPT', 'AMP3', 'CCL', 'GR', 'TT3']"
507109280,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2282414,475,2176.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507109280,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2377730,475,2185.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507109286,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2333084,274.5,1933.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109286,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2374045,367,1940,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109286,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2233787,0,1902.75,0.25,FT,6,"['DEPT', 'CCL', 'TT3', 'AMP3', 'AMP5', 'GR']"
507109286,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2360251,273.2,1933.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109287,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2404443,680.3,1191.5,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109287,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2228975,685,1194,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109287,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2267570,681.75,1191.5,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109287,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314905,-8.25,1153.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109289,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2297145,742,1221,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109289,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2322530,0,1168.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109289,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2360140,735,1222.25,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109289,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2404643,733.7,1222.2,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109292,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2400427,1024,5673,1,FT,8,"['DEPTH', 'ROP', 'GAS', 'C1', 'C2', 'C3', 'C4', 'AUX1']"
507109293,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2268411,715.5,1342.5,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109293,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2323703,714,1341,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109293,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2284396,4,1254,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109293,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2230877,817,1340,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109298,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2242285,439.5,1532,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109298,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2296788,5,1487.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109298,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2403439,475,1520,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109298,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2269312,438.2,1532,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109300,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2321182,6.25,1200.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507109300,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2252986,350,1271.5,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109300,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2335888,350,1270,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109300,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2320091,242,1277,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109303,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2332669,11.5,3115.25,0.25,FT,5,"['DEPT', 'AMP3', 'CCL', 'GR', 'TT3']"
507109303,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2224159,781.25,3030.25,0.25,FT,5,"['DEPT', 'DIR', 'SN', 'SP', 'GR']"
507109303,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2265384,779.9,3031.7,0.1,FT,7,"['DEPT', 'DCAL', 'DPOR', 'NPOR', 'RHOB', 'RHOC', 'GR']"
507109303,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2407464,-9.75,3114,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109303,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2256679,835,3140,1,FT,8,"['DEPTH', 'ROP', 'GAS', 'C1', 'C2', 'C3', 'C4', 'CO2']"
507109306,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2284446,15,2347.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109306,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2237267,607,2381.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109306,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2261056,650,2381.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109310,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2328556,652,2030,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109310,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2414400,715.2,2034,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109310,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2325526,716.5,2034,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109310,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2409736,10,1978.75,0.25,FT,6,"['DEPT', 'CCL', 'TT3', 'AMP3', 'AMP5', 'GR']"
507109311,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2285991,515,1003,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109311,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2363589,1,983.75,0.25,FT,5,"['DEPT', 'AMP3', 'TT3', 'CCL', 'GR']"
507109311,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2291308,520,1003,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109312,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2303701,235,1276.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109312,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2355978,235,1276.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109312,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2302537,201,1271,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109312,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2264403,0,1249.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109314,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2244926,5,1083,0.25,FT,6,"['DEPT', 'CCL', 'TT3', 'AMP3', 'AMP5', 'GR']"
507109314,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2361023,235,1127.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109314,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2416175,235,1127.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109314,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2382710,202,1130,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109320,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2265531,475,1974,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507109320,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2414402,475,1974,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507109320,LAS-CBL 1ST RUN,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2303697,5,1808.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109322,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2366687,771,1484,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109322,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2266784,400,1472,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109322,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2306706,400,1474.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109322,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2249692,5,1387.25,0.25,FT,6,"['DEPT', 'CCL', 'TT3', 'AMP3', 'AMP5', 'GR']"
507109324,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2297277,221,1116.2,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109324,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2369763,260,1110,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109324,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2328480,222.5,1116.25,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109324,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2387039,5,1077.75,0.25,FT,6,"['DEPT', 'CCL', 'TT3', 'AMP3', 'AMP5', 'GR']"
507109326,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2399420,-13.25,1538.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'GR', 'UNKNOWN']"
507109326,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2253396,640,1568,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109326,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2309983,640,1568,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109327,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2348326,118,1251,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109327,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2230373,4.5,1174.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109327,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2245058,-6,1181.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109327,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2416723,225,1254,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109327,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2227327,223.7,1254,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109328,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2308127,243,971,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109328,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2379685,1.25,1004.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109328,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2405401,220.7,1080.5,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109328,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2416120,222,1080.5,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109329,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2299421,532.75,823.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109329,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314941,-8.5,782.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109329,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2263047,531.4,823.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109329,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2345799,590,815,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109330,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2415838,815,1030,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109330,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2403984,769.25,1037.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109330,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2262058,767.9,1037.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109330,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2403627,1,988,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109342,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2312248,259.5,1644,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109342,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2408854,258.2,1644,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109342,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2349424,289,1643,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109345,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2344722,0,1754.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109345,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2313929,717.8,1796,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109345,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2378069,719.25,1796.25,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109346,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2244614,827,2356.25,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109346,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2346193,-0.75,2332.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109346,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2413878,825.7,2356.2,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109347,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2292836,470,1896.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507109347,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2345775,470,1896.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507109347,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2289183,-12.25,1827.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109347,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2340631,-11.75,1836.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109351,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2333881,217.2,1159.5,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109352,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2346543,515,1385,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109352,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2322264,448.9,1388,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109353,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2254941,571.75,1042.5,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109353,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2236005,610,1030,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109353,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2364839,0.75,993,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109354,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2252283,260,1140,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109354,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2409276,209.5,1150.2,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109354,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2236240,-10,1056.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109354,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2293112,211,1150.25,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507109355,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2411666,280,1078.2,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109355,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2279514,281.5,1078.25,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109355,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2376041,1,1075,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109357,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2415718,1.75,1378,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109357,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2335394,391,1410,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507109357,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2231302,376.5,1409,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109357,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2408061,375.1,1409,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507109359,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2234438,548,2499.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507109359,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2339863,549.5,2499.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507109359,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2372202,0,2463.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109359,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2234045,610,2495,1,FT,8,"['DEPTH', 'ROP', 'GAS', 'C1', 'C2', 'C3', 'C4', 'AUX1']"
507109359,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2307330,-7.75,2484.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507109361,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2373598,430,1915,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507109361,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2323110,-16.5,1884,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
