,API,DAKOTA,GREENHORN,MORRISON,NIOBRARA,TIMPAS,GRANEROS,PIERRE,APISHAPA,CODELL,FORT,RATON,VERMEJO,POISON,TRINIDAD,CARLILE,RATON-VERMEJO,ENTRADA-DOCKUM,GLORIETA,PURGATOIRE,UNKNOWN,TORONTO,ROLLINS
358,507106600.0,,,,,,,,,,,,941.0,,,,,,,,,,
359,507106601.0,,,,,,,,,,,,1004.0,,,,,,,,,,
360,507106602.0,,,,,,,,,,,,1356.0,,,,,,,,,,
361,507106604.0,,,,,,,,,,,,1239.0,,,,,,,,,,
362,507106605.0,,,,,,,,,,,0.0,1402.0,,1580.0,,,,,,,,
363,507106606.0,,,,,,,,,,,0.0,1214.0,,1590.0,,,,,,,,
364,507106607.0,,,,,,,,,,,,1308.0,,,,,,,,,,
365,507106608.0,,,,,,,,,,,,1440.0,,,,,,,,,,
366,507106609.0,,,,,,,,,,,,1291.0,,,,,,,,,,
367,507106610.0,,,,,,,,,,,0.0,1230.0,,1600.0,,,,,,,,
368,507106611.0,,,,,,,,,,,,1470.0,,1598.0,,,,,,,,
369,507106617.0,,,,,,,,,,,,1122.0,,,,,,,,,,
370,507106618.0,,,,,,,,,,,,1056.0,,,,,,,,,,
371,507106620.0,,,,,,,,,,,,1527.0,,,,,,,,,,
372,507106621.0,,,,,,,,,,,,1529.0,,,,,,,,,,
373,507106625.0,,,,,,,,,,,0.0,1540.0,,1950.0,,,,,,,,
374,507106626.0,,,,,,,,,,,0.0,1520.0,,1908.0,,,,,,,,
375,507106627.0,,,,,,,,,,,,1476.0,,1635.0,,,,,,,,
376,507106628.0,,,,,,,,,,,,1480.0,,1654.0,,,,,,,,
377,507106629.0,,,,,,,,,,,0.0,770.0,,1085.0,,,,,,,,
378,507106630.0,,,,,,,,,,,,919.0,,,,,,,,,,
379,507106633.0,,,,,,,,,,,,1045.0,,,,,,,,,,
380,507106634.0,,,,,,,,,,,,1343.0,,,,,,,,,,
381,507106635.0,,,,,,,,,,,,0.0,,,,,,,,,,
382,507106636.0,,,,,,,,,,,,1500.0,,,,,,,,,,
383,507106637.0,,,,,,,,,,,,987.0,,,,,,,,,,
384,507106638.0,,,,,,,,,,,0.0,1730.0,,1970.0,,,,,,,,
385,507106639.0,,,,,,,,,,,,1154.0,,1360.0,,,,,,,,
386,507106640.0,,,,,,,,,,,,1390.0,,1560.0,,,,,,,,
387,507106641.0,,,,,,,,,,,0.0,1480.0,,1768.0,,,,,,,,
388,507106642.0,,,,,,,,,,,0.0,1288.0,,1628.0,,,,,,,,
389,507106644.0,,,,,,,,,,,676.0,,,,,,,,,,,
390,507106645.0,,,,,,,,,,,0.0,1400.0,,1721.0,,,,,,,,
391,507106646.0,,,,,,,,,,,,1360.0,,1506.0,,,,,,,,
392,507106647.0,,,,,,,,,,,0.0,954.0,,1328.0,,,,,,,,
393,507106649.0,,,,,,,,,,,0.0,1538.0,,1920.0,,,,,,,,
394,507106650.0,,,,,,,,,,,0.0,1357.0,,1691.0,,,,,,,,
395,507106651.0,,,,,,,,,,,0.0,1552.0,,1954.0,,,,,,,,
396,507106652.0,,,,,,,,,,,0.0,1548.0,,1902.0,,,,,,,,
397,507106653.0,,,,,,,,,,,0.0,1042.0,,1399.0,,,,,,,,
398,507106654.0,,,,,,,,,,,0.0,1062.0,,1399.0,,,,,,,,
399,507106655.0,,,,,,,,,,,0.0,955.0,,1488.0,,,,,,,,
400,507106656.0,,,,,,,,,,,0.0,1190.0,,1484.0,,,,,,,,
401,507106657.0,,,,,,,,,,,0.0,1063.0,,1413.0,,,,,,,,
402,507106658.0,,,,,,,,,,,0.0,1612.0,,1900.0,,,,,,,,
403,507106659.0,,,,,,,,,,,0.0,1262.0,,1550.0,,,,,,,,
404,507106660.0,,,,,,,,,,,0.0,1224.0,,1521.0,,,,,,,,
405,507106661.0,,,,,,,,,,,0.0,1550.0,,1839.0,,,,,,,,
406,507106662.0,,,,,,,,,,,0.0,1610.0,,1908.0,,,,,,,,
407,507106663.0,,,,,,,,,,,0.0,1698.0,,2075.0,,,,,,,,
408,507106664.0,,,,,,,,,,,0.0,1718.0,,1989.0,,,,,,,,
409,507106665.0,,,,,,,,,,,0.0,1276.0,,1606.0,,,,,,,,
410,507106666.0,,,,,,,,,,,0.0,1190.0,,1508.0,,,,,,,,
411,507106667.0,,,,,,,,,,,0.0,1324.0,,1632.0,,,,,,,,
412,507106668.0,,,,,,,,,,,0.0,1560.0,,1860.0,,,,,,,,
413,507106669.0,,,,,,,,,,,0.0,1336.0,,1656.0,,,,,,,,
414,507106672.0,,,,,,,,,,,,1025.0,,,,,,,,,,
415,507106673.0,,,,,,,,,,,,1504.0,,,,,,,,,,
416,507106674.0,,,,,,,,,,,,1341.0,,,,,,,,,,
417,507106675.0,,,,,,,,,,,,1148.0,,,,,,,,,,
418,507106676.0,,,,,,,,,,,,732.0,,,,,,,,,,
419,507106677.0,,,,,,,,,,,,960.0,,,,,,,,,,
420,507106678.0,,,,,,,,,,,,956.0,,,,,,,,,,
421,507106679.0,,,,,,,,,,,,670.0,,,,,,,,,,
422,507106680.0,,,,,,,,,,,0.0,1134.0,,1492.0,,,,,,,,
423,507106681.0,,,,,,,,,,,0.0,1603.0,,1898.0,,,,,,,,
424,507106682.0,,,,,,,,,,,0.0,1410.0,,1720.0,,,,,,,,
425,507106683.0,,,,,,,,,,,0.0,1159.0,,1512.0,,,,,,,,
426,507106684.0,,,,,,,,,,,0.0,1631.0,,1974.0,,,,,,,,
427,507106685.0,,,,,,,,,,,0.0,1116.0,,1444.0,,,,,,,,
428,507106686.0,,,,,,,,,,,0.0,1590.0,,1887.0,,,,,,,,
429,507106687.0,,,,,,,,,,,0.0,1645.0,,1944.0,,,,,,,,
430,507106694.0,,,,,,,,,,,0.0,1190.0,,1510.0,,,,,,,,
431,507106695.0,,,,,,,,,,,,1659.0,,,,,,,,,,
432,507106696.0,,,,,,,,,,,,1600.0,,1808.0,,,,,,,,
433,507106697.0,,,,,,,,,,,0.0,1730.0,,2000.0,,,,,,,,
434,507106698.0,,,,,,,,,,,0.0,1450.0,,1614.0,,,,,,,,
435,507106699.0,,,,,,,,,,,,1325.0,,1624.0,,,,,,,,
436,507106700.0,,,,,,,,,,,0.0,1694.0,,1895.0,,,,,,,,
437,507106701.0,,,,,,,,,,,0.0,1184.0,,1411.0,,,,,,,,
438,507106702.0,,,,,,,,,,,,1370.0,,1700.0,,,,,,,,
439,507106703.0,,,,,,,,,,,0.0,1340.0,,1570.0,,,,,,,,
440,507106704.0,,,,,,,,,,,0.0,778.0,,1056.0,,,,,,,,
441,507106705.0,,,,,,,,,,,0.0,834.0,,1050.0,,,,,,,,
442,507106707.0,,,,,,,,,,,,1256.0,,,,,,,,,,
443,507106708.0,,,,,,,,,,,,1151.0,,,,,,,,,,
444,507106709.0,,,,,,,,,,,,,,1314.0,,1106.0,,,,,,
445,507106710.0,,,,,,,,,,,,1053.0,,1234.0,,1024.0,,,,,,
446,507106711.0,,,,,,,,,,,,1580.0,,1746.0,,1574.0,,,,,,
447,507106712.0,,,,,,,,,,,,1621.0,,1796.0,,1620.0,,,,,,
448,507106713.0,,,,,,,,,,,,1633.0,,,,,,,,,,
449,507106714.0,,,,,,,,,,,,1550.0,,,,,,,,,,
450,507106715.0,,,,,,,,,,,,0.0,,,,,,,,,,
451,507106716.0,,,,,,,,,,,,995.0,,,,,,,,,,
452,507106717.0,,,,,,,,,,,,728.0,,,,,,,,,,
453,507106718.0,,,,,,,,,,,,1304.0,,,,,,,,,,
454,507106719.0,,,,,,,,,,,0.0,650.0,,982.0,,,,,,,,
455,507106720.0,,,,,,,,,,,0.0,1100.0,,1401.0,,,,,,,,
456,507106721.0,,,,,,,,,,,,1230.0,,1365.0,,,,,,,,
457,507106722.0,,,,,,,,,,,0.0,835.0,,1266.0,,,,,,,,
458,507106723.0,,,,,,,,,,,0.0,980.0,,1370.0,,,,,,,,
459,507106724.0,,,,,,,,,,,1429.0,2806.0,,3075.0,,,,,,,,
460,507106725.0,,,,,,,,,,,0.0,1206.0,,1330.0,,,,,,,,
461,507106726.0,,,,,,,,,,,0.0,1350.0,,1640.0,,,,,,,,
462,507106730.0,,,,,,,,,,,0.0,928.0,,1245.0,,,,,,,,
463,507106731.0,,,,,,,,,,,0.0,1310.0,,1450.0,,,,,,,,
464,507106732.0,,,,,,,,,,,0.0,1240.0,,1370.0,,,,,,,,
465,507106733.0,,,,,,,,,,,0.0,,,,,,,,,,,
466,507106734.0,,,,,,,,,,,0.0,,,,,,,,,,,
467,507106735.0,,,,,,,,,,,0.0,,,,,,,,,,,
468,507106737.0,,,,,,,,,,,0.0,,,,,,,,,,,
469,507106739.0,,,,,,,,,,,0.0,,,,,,,,,,,
470,507106743.0,,,,,,,,,,,0.0,,,,,,,,,,,
471,507106744.0,,,,,,,,,,,0.0,,,,,,,,,,,
472,507106745.0,,,,,,,,,,,0.0,,,,,,,,,,,
473,507106746.0,,,,,,,,,,,0.0,,,,,,,,,,,
474,507106747.0,,,,,,,,,,,0.0,,,,,,,,,,,
475,507106749.0,,,,,,,,,,,0.0,950.0,,1210.0,,,,,,,,
476,507106751.0,,,,,,,,,,,0.0,1376.0,,1690.0,,,,,,,,
477,507106752.0,,,,,,,,,,,0.0,1440.0,,1809.0,,,,,,,,
478,507106753.0,,,,,,,,,,,0.0,1110.0,,1476.0,,,,,,,,
479,507106754.0,,,,,,,,,,,0.0,1194.0,,1530.0,,,,,,,,
480,507106755.0,,,,,,,,,,,0.0,,,,,,,,,,,
481,507106756.0,,,,,,,,,,,0.0,,,,,,,,,,,
482,507106757.0,,,,,,,,,,,0.0,,,,,,,,,,,
483,507106759.0,,,,,,,,,,,0.0,,,,,,,,,,,
484,507106761.0,,,,,,,,,,,0.0,960.0,,1195.0,,,,,,,,
485,507106762.0,,,,,,,,,,,0.0,1204.0,,1554.0,,,,,,,,
486,507106763.0,,,,,,,,,,,0.0,900.0,,1212.0,,,,,,,,
487,507106764.0,,,,,,,,,,,0.0,806.0,,1096.0,,,,,,,,
488,507106765.0,,,,,,,,,,,0.0,280.0,,632.0,,,,,,,,
489,507106766.0,,,,,,,,,,,0.0,700.0,,956.0,,,,,,,,
490,507106767.0,,,,,,,,,,,0.0,550.0,,800.0,,,,,,,,
491,507106768.0,,,,,,,,,,,0.0,600.0,,904.0,,,,,,,,
492,507106769.0,,,,,,,,,,,0.0,551.0,,870.0,,,,,,,,
493,507106770.0,,,,,,,1110.0,,,,0.0,712.0,,998.0,,,,,,,,
494,507106771.0,,,,,,,,,,,0.0,,,,,,,,,,,
495,507106773.0,,,,,,,,,,,0.0,,,,,,,,,,,
496,507106774.0,,,,,,,,,,,0.0,100.0,,470.0,,,,,,,,
497,507106775.0,,,,,,,,,,,0.0,1728.0,,1890.0,,,,,,,,
498,507106776.0,,,,,,,,,,,0.0,,,,,,,,,,,
499,507106777.0,,,,,,,,,,,0.0,,,,,,,,,,,
500,507106778.0,,,,,,,,,,,,1369.0,,1504.0,,1300.0,,,,,,
501,507106779.0,,,,,,,,,,,,0.0,,,,,,,,,,
502,507106780.0,,,,,,,,,,,,1144.0,,,,,,,,,,
503,507106781.0,,,,,,,,,,,,1601.0,,,,,,,,,,
504,507106782.0,,,,,,,,,,,,1436.0,,,,,,,,,,
505,507106783.0,,,,,,,,,,,,1366.0,,,,,,,,,,
506,507106784.0,,,,,,,,,,,,1362.0,,,,,,,,,,
507,507106785.0,,,,,,,,,,,,1367.0,,,,,,,,,,
508,507106786.0,,,,,,,,,,,,0.0,,,,,,,,,,
509,507106787.0,,,,,,,,,,,,1448.0,,,,,,,,,,
510,507106788.0,,,,,,,,,,,,0.0,,,,,,,,,,
511,507106789.0,,,,,,,,,,,,1069.0,,,,,,,,,,
512,507106790.0,,,,,,,,,,,,852.0,,,,,,,,,,
513,507106791.0,,,,,,,,,,,0.0,1420.0,,1680.0,,,,,,,,
514,507106792.0,,,,,,,,,,,0.0,1310.0,,1580.0,,,,,,,,
515,507106793.0,,,,,,,,,,,0.0,,,,,,,,,,,
516,507106794.0,,,,,,,,,,,0.0,,,,,,,,,,,
517,507106795.0,,,,,,,,,,,,1093.0,,1234.0,,,,,,,,
518,507106796.0,,,,,,,,,,,,1094.0,,1367.0,,1087.0,,,,,,
519,507106797.0,,,,,,,,,,,,1091.0,,1380.0,,,,,,,,
520,507106798.0,,,,,,,,,,,,,,1230.0,,970.0,,,,,,
521,507106799.0,,,,,,,,,,,,883.0,,1181.0,,870.0,,,,,,
522,507106800.0,,,,,,,,,,,0.0,,,,,,,,,,,
523,507106801.0,,,,,,,,,,,0.0,,,,,,,,,,,
524,507106802.0,,,,,,,,,,,660.0,2070.0,,2402.0,,,,,,,,
525,507106803.0,,,,,,,,,,,0.0,1000.0,,,,,,,,,,
526,507106804.0,,,,,,,,,,,0.0,1270.0,,1448.0,,,,,,,,
527,507106805.0,,,,,,,,,,,0.0,,,,,,,,,,,
528,507106807.0,,,,,,,,,,,554.0,1697.0,,1977.0,,,,,,,,
529,507106808.0,,,,,,,,,,,0.0,250.0,,540.0,,,,,,,,
530,507106809.0,,,,,,,,,,,0.0,1420.0,,1748.0,,,,,,,,
531,507106811.0,,,,,,,,,,,0.0,1445.0,,1641.0,,,,,,,,
532,507106813.0,,,,,,,,,,,0.0,1900.0,,2154.0,,,,,,,,
533,507106814.0,,,,,,,1818.0,,,,0.0,1444.0,,1692.0,,,,,,,,
534,507106815.0,,,,,,,2158.0,,,,0.0,1868.0,,2060.0,,,,,,,,
535,507106816.0,,,,,,,,,,,0.0,1888.0,,2098.0,,,,,,,,
536,507106817.0,,,,,,,2250.0,,,,0.0,1898.0,,2164.0,,,,,,,,
537,507106818.0,,,,,,,2100.0,,,,0.0,1756.0,,2006.0,,,,,,,,
538,507106819.0,,,,,,,1970.0,,,,0.0,1674.0,,1874.0,,,,,,,,
539,507106820.0,,,,,,,,,,,0.0,1812.0,,2054.0,,,,,,,,
540,507106821.0,,,,,,,,,,,0.0,1884.0,,2100.0,,,,,,,,
541,507106822.0,,,,,,,2262.0,,,,0.0,1961.0,,2166.0,,,,,,,,
542,507106823.0,,,,,,,,,,,0.0,250.0,,530.0,,,,,,,,
543,507106824.0,,,,,,,,,,,,0.0,,,,,,,,,,
544,507106825.0,,,,,,,,,,,,0.0,,,,,,,,,,
545,507106826.0,,,,,,,,,,,,0.0,,,,,,,,,,
546,507106827.0,,,,,,,,,,,,0.0,,,,,,,,,,
547,507106828.0,,,,,,,,,,,,0.0,,,,,,,,,,
548,507106829.0,,,,,,,,,,,,1159.0,,,,,,,,,,
549,507106831.0,,,,,,,,,,,,1471.0,,,,,,,,,,
550,507106832.0,,,,,,,,,,,,0.0,,,,,,,,,,
551,507106834.0,,,,,,,,,,,0.0,,,,,,,,,,,
552,507106835.0,,,,,,,,,,,0.0,,,,,,,,,,,
553,507106837.0,,,,,,,,,,,0.0,1215.0,,1400.0,,,,,,,,
554,507106838.0,,,,,,,,,,,0.0,1095.0,,1302.0,,,,,,,,
555,507106839.0,,,,,,,,,,,0.0,1465.0,,1754.0,,,,,,,,
556,507106844.0,,,,,,,,,,,0.0,,,,,,,,,,,
557,507106845.0,,,,,,,,,,,420.0,1886.0,,2212.0,,,,,,,,
558,507106849.0,,,,,,,,,,,0.0,1170.0,,1329.0,,,,,,,,
559,507106850.0,,,,,,,,,,,0.0,1926.0,,2254.0,,,,,,,,
560,507106851.0,,,,,,,,,,,,0.0,,514.0,,,,,,,,
561,507106853.0,,,,,,,,,,,0.0,,,,,,,,,,,
562,507106854.0,,,,,,,,,,,0.0,1470.0,,1750.0,,,,,,,,
563,507106855.0,,,,,,,,,,,0.0,1830.0,,2020.0,,,,,,,,
564,507106856.0,,,,,,,,,,,800.0,1902.0,,2107.0,,,,,,,,
565,507106857.0,,,,,,,,,,,465.0,1800.0,,2080.0,,,,,,,,
566,507106858.0,,,,,,,,,,,0.0,1620.0,,1940.0,,,,,,,,
567,507106859.0,,,,,,,,,,,0.0,1840.0,,2150.0,,,,,,,,
568,507106860.0,,,,,,,,,,,,0.0,,,,,,,,,,
569,507106861.0,,,,,,,,,,,0.0,1540.0,,1943.0,,,,,,,,
570,507106862.0,,,,,,,,,,,,,,,,,,,,,,
571,507106864.0,,,,,,,,,,,0.0,2000.0,,2330.0,,,,,,,,
572,507106865.0,,,,,,,,,,,0.0,1980.0,,2330.0,,,,,,,,
573,507106866.0,,,,,,,,,,,,0.0,,,,,,,,,,
574,507106867.0,5736.0,5506.0,5932.0,,5286.0,5521.0,2195.0,,,,,1833.0,,2094.0,5304.0,,6225.0,6558.0,5810.0,,,
575,507106869.0,,,,,,,,,,,0.0,1772.0,,2180.0,,,,,,,,
576,507106870.0,,,,,,,,,,,380.0,1850.0,,2190.0,,,,,,,,
577,507106871.0,,,,,,,,,,,0.0,1842.0,,2110.0,,,,,,,,
578,507106872.0,,,,,,,,,,,,2144.0,,2460.0,,,,,,,,
579,507106875.0,,,,,,,,,,,800.0,1950.0,,2660.0,,,,,,,,
580,507106876.0,,,,,,,,,,,0.0,1734.0,,2090.0,,,,,,,,
581,507106877.0,,,,,,,,,,,812.0,2300.0,,2666.0,,,,,,,,
582,507106878.0,,,,,,,,,,,430.0,1860.0,,2258.0,,,,,,,,
583,507106879.0,,,,,,,,,,,720.0,2175.0,,,,,,,,,,
584,507106880.0,,,,,,,,,,,474.0,1740.0,,2020.0,,,,,,,,
585,507106881.0,,,,,,,,,,,0.0,,,,,,,,,,,
586,507106882.0,,,,,,,,,,,0.0,1600.0,,1910.0,,,,,,,,
587,507106883.0,,,,,,,,,,,730.0,2205.0,,2586.0,,,,,,,,
588,507106884.0,,,,,,,,,,,0.0,1076.0,,1410.0,,,,,,,,
589,507106885.0,,,,,,,,,,,0.0,270.0,,490.0,,,,,,,,
590,507106886.0,,,,,,,,,,,656.0,1910.0,,2176.0,,,,,,,,
591,507106889.0,,,,,,,,,,,0.0,1216.0,,1588.0,,,,,,,,
592,507106891.0,,,,,,,,,,,566.0,2056.0,,2328.0,,,,,,,,
593,507106892.0,,,,,,,,,,,0.0,1430.0,,1710.0,,,,,,,,
594,507106893.0,,,,,,,,,,,0.0,1737.0,,2101.0,,,,,,,,
595,507106894.0,,,,,,,,,,,0.0,1894.0,,2303.0,,,,,,,,
596,507106895.0,,,,,,,,,,,0.0,1166.0,,1297.0,,,,,,,,
597,507106896.0,,,,,,,1240.0,,,,0.0,840.0,,1126.0,,,,,,,,
598,507106898.0,,,,,,,,,,,0.0,300.0,,652.0,,,,,,,,
599,507106899.0,,,,,,,,,,,660.0,1830.0,,2030.0,,,,,,,,
600,507106900.0,,,,,,,,,,,450.0,1650.0,,2240.0,,,,,,,,
601,507106901.0,,,,,,,,,,,635.0,1940.0,,2422.0,,,,,,,,
602,507106902.0,,,,,,,,,,,0.0,935.0,,1313.0,,,,,,,,
603,507106903.0,,,,,,,,,,,0.0,1170.0,,1498.0,,,,,,,,
604,507106905.0,,,,,,,,,,,1650.0,,,,,,,,,,,
605,507106906.0,,,,,,,,,,,1270.0,,,,,,,,,,,
606,507106907.0,,,,,,,,,,,1194.0,,,,,,,,,,,
607,507106908.0,,,,,,,,,,,,2149.0,,,,,,,,,,
608,507106909.0,,,,,,,,,,,300.0,,,,,,,,,,,
609,507106910.0,,,,,,,,,,,,1920.0,,,,,,,,,,
610,507106911.0,,,,,,,,,,,951.0,,,,,,,,,,,
611,507106912.0,,,,,,,,,,,,1902.0,,,,,,,,,,
612,507106913.0,,,,,,,,,,,,2160.0,,,,,,,,,,
613,507106915.0,,,,,,,,,,,,2191.0,,,,,,,,,,
614,507106916.0,,,,,,,,,,,0.0,,,,,,,,,,,
615,507106917.0,,,,,,,,,,,,2261.0,,,,,,,,,,
616,507106918.0,,,,,,,,,,,0.0,1194.0,,1370.0,,,,,,,,
617,507106919.0,,,,,,,,,,,476.0,1770.0,,2120.0,,,,,,,,
618,507106920.0,,,,,,,,,,,376.0,1730.0,,1968.0,,,,,,,,
619,507106921.0,,,,,,,,,,,0.0,826.0,,1126.0,,,,,,,,
620,507106922.0,,,,,,,,,,,,0.0,,,,,,,,,,
621,507106923.0,,,,,,,,,,,0.0,618.0,,914.0,,,,,,,,
622,507106924.0,,,,,,,,,,,,0.0,,,,,,,,,,
623,507106925.0,,,,,,,,,,,0.0,2046.0,,2244.0,,,,,,,,
624,507106926.0,,,,,,,,,,,0.0,2182.0,,2280.0,,,,,,,,
625,507106927.0,,,,,,,,,,,150.0,1983.0,,2250.0,,,,,,,,
626,507106928.0,,,,,,,,,,,150.0,2001.0,,2282.0,,,,,,,,
627,507106929.0,,,,,,,,,,,0.0,1914.0,,2176.0,,,,,,,,
628,507106930.0,,,,,,,,,,,0.0,1632.0,,1868.0,,,,,,,,
629,507106931.0,,,,,,,,,,,0.0,1999.0,,2264.0,,,,,,,,
630,507106932.0,,,,,,,,,,,650.0,2143.0,,2374.0,,,,,,,,
631,507106933.0,,,,,,,,,,,350.0,2057.0,,2325.0,,,,,,,,
632,507106934.0,,,,,,,,,,,650.0,2182.0,,2424.0,,,,,,,,
633,507106935.0,,,,,,,,,,,750.0,2175.0,,2532.0,,,,,,,,
634,507106936.0,,,,,,,,,,,0.0,1050.0,,1352.0,,,,,,,,
635,507106937.0,,,,,,,,,,,0.0,430.0,,783.0,,,,,,,,
636,507106938.0,,,,,,,,,,,610.0,2124.0,,2515.0,,,,,,,,
637,507106939.0,,,,,,,,,,,720.0,2308.0,,2525.0,,,,,,,,
638,507106940.0,,,,,,,,,,,460.0,1962.0,,2365.0,,,,,,,,
639,507106941.0,,,,,,,,,,,0.0,1760.0,,2134.0,,,,,,,,
640,507106942.0,,,,,,,,,,,608.0,2120.0,,2486.0,,,,,,,,
641,507106943.0,,,,,,,,,,,710.0,2158.0,,2560.0,,,,,,,,
642,507106944.0,,,,,,,,,,,680.0,2176.0,,2540.0,,,,,,,,
643,507106947.0,,,,,,,,,,,0.0,1912.0,,2193.0,,,,,,,,
644,507106948.0,,,,,,,,,,,0.0,1664.0,,1935.0,,,,,,,,
645,507106950.0,,,,,,,,,,,0.0,1775.0,,2130.0,,,,,,,,
646,507106951.0,,,,,,,,,,,730.0,2175.0,,2520.0,,,,,,,,
647,507106952.0,,,,,,,,,,,573.0,2048.0,,2370.0,,,,,,,,
648,507106953.0,,,,,,,,,,,0.0,1797.0,,2037.0,,,,,,,,
649,507106954.0,,,,,,,,,,,50.0,1784.0,,2044.0,,,,,,,,
650,507106955.0,,,,,,,,,,,444.0,1814.0,,2014.0,,,,,,,,
651,507106956.0,,,,,,,,,,,0.0,1707.0,,1947.0,,,,,,,,
652,507106957.0,,,,,,,,,,,0.0,1835.0,,2085.0,,,,,,,,
653,507106958.0,,,,,,,,,,,0.0,1839.0,,2088.0,,,,,,,,
654,507106959.0,,,,,,,,,,,650.0,1946.0,,2185.0,,,,,,,,
655,507106963.0,,,,,,,,,,,650.0,1650.0,,1960.0,,,,,,,,
656,507106964.0,,,,,,,,,,,0.0,1669.0,,1995.0,,,,,,,,
657,507106965.0,,,,,,,,,,,410.0,1730.0,,2116.0,,,,,,,,
658,507106966.0,,,,,,,,,,,0.0,1706.0,,2058.0,,,,,,,,
659,507106967.0,,,,,,,,,,,500.0,1930.0,,2280.0,,,,,,,,
660,507106968.0,,,,,,,,,,,0.0,1163.0,,1543.0,,,,,,,,
661,507106970.0,,,,,,,,,,,0.0,1732.0,,1998.0,,,,,,,,
662,507106971.0,,,,,,,,,,,100.0,1893.0,,2145.0,,,,,,,,
663,507106972.0,,,,,,,,,,,0.0,1465.0,,1849.0,,,,,,,,
664,507106973.0,,,,,,,,,,,0.0,1178.0,,1529.0,,,,,,,,
665,507106974.0,,,,,,,,,,,0.0,1216.0,,1575.0,,,,,,,,
666,507106975.0,,,,,,,,,,,0.0,1575.0,,1872.0,,,,,,,,
667,507106976.0,,,,,,,,,,,0.0,1450.0,,1800.0,,,,,,,,
668,507106977.0,,,,,,,,,,,0.0,1459.0,,1799.0,,,,,,,,
669,507106978.0,,,,,,,,,,,0.0,560.0,,2130.0,,,,,,,,
670,507106979.0,,,,,,,,,,,0.0,474.0,,2008.0,,,,,,,,
671,507106980.0,,,,,,,,,,,250.0,2027.0,,2315.0,,,,,,,,
672,507106981.0,,,,,,,,,,,0.0,1285.0,,1642.0,,,,,,,,
673,507106982.0,,,,,,,,,,,0.0,1130.0,,1504.0,,,,,,,,
674,507106983.0,,,,,,,,,,,0.0,980.0,,1254.0,,,,,,,,
675,507106984.0,,,,,,,,,,,600.0,2000.0,,2240.0,,,,,,,,
676,507106985.0,,,,,,,,,,,0.0,2130.0,,2536.0,,,,,,,,
677,507106987.0,,,,,,,,,,,0.0,1667.0,,1962.0,,,,,,,,
678,507106988.0,,,,,,,,,,,0.0,1820.0,,2078.0,,,,,,,,
679,507106991.0,,,,,,,,,,,500.0,1970.0,,2392.0,,,,,,,,
680,507106992.0,,,,,,,,,,,0.0,1882.0,,2050.0,,,,,,,,
681,507106993.0,,,,,,,,,,,530.0,1817.0,,2154.0,,,,,,,,
682,507106996.0,,,,,,,,,,,600.0,2002.0,,2432.0,,,,,,,,
683,507106997.0,,,,,,,,,,,0.0,1648.0,,1964.0,,,,,,,,
684,507106998.0,,,,,,,,,,,740.0,2000.0,,2570.0,,,,,,,,
685,507106999.0,,,,,,,,,,,1020.0,2200.0,,2570.0,,,,,,,,
686,507107001.0,,,,,,,,,,,0.0,1666.0,,1970.0,,,,,,,,
687,507107002.0,,,,,,,,,,,0.0,900.0,,1175.0,,,,,,,,
688,507107003.0,,,,,,,,,,,0.0,1936.0,,2270.0,,,,,,,,
689,507107004.0,,,,,,,,,,,650.0,2218.0,,2620.0,,,,,,,,
690,507107006.0,,,,,,,,,,,0.0,300.0,,500.0,,,,,,,,
691,507107007.0,,,,,,,,,,,433.0,1620.0,0.0,1968.0,,,,,,,,
692,507107008.0,,,,,,,,,,,0.0,1133.0,,1481.0,,,,,,,,
693,507107009.0,,,,,,,,,,,0.0,1922.0,,2215.0,,,,,,,,
694,507107010.0,,,,,,,,,,,0.0,1253.0,,1549.0,,,,,,,,
695,507107011.0,,,,,,,,,,,0.0,1314.0,,1646.0,,,,,,,,
696,507107012.0,,,,,,,,,,,0.0,1197.0,,1507.0,,,,,,,,
697,507107013.0,,,,,,,,,,,0.0,1314.0,,1610.0,,,,,,,,
698,507107014.0,,,,,,,,,,,0.0,1790.0,,2037.0,,,,,,,,
699,507107015.0,,,,,,,,,,,0.0,1747.0,,2040.0,,,,,,,,
700,507107017.0,,,,,,,,,,,770.0,,,,,,,,,,,
701,507107018.0,,,,,,,,,,,0.0,1870.0,,2140.0,,,,,,,,
702,507107019.0,,,,,,,,,,,1262.0,,,,,,,,,,,
703,507107020.0,,,,,,,,,,,0.0,,,,,,,,,,,
704,507107022.0,,,,,,,,,,,0.0,2065.0,,2400.0,,,,,,,,
705,507107023.0,,,,,,,,,,,0.0,1546.0,,1890.0,,,,,,,,
706,507107024.0,,,,,,,,,,,0.0,1030.0,,1350.0,,,,,,,,
707,507107025.0,,,,,,,,,,,785.0,2040.0,,2326.0,,,,,,,,
708,507107026.0,,,,,,,,,,,0.0,1780.0,,2034.0,,,,,,,,
709,507107027.0,,,,,,,,,,,728.0,1982.0,,2275.0,,,,,,,,
710,507107036.0,,,,,,,,,,,650.0,2284.0,,2660.0,,,,,,,,
711,507107037.0,,,,,,,,,,,608.0,2005.0,,2335.0,,,,,,,,
712,507107038.0,,,,,,,,,,,862.0,2100.0,,2366.0,,,,,,,,
713,507107039.0,,,,,,,,,,,0.0,1100.0,,1432.0,,,,,,,,
714,507107040.0,,,,,,,,,,,0.0,440.0,,770.0,,,,,,,,
